識別番号,頻出度,分野,頁,正誤1,問題番号,文章,漢字,読み,送り仮名,補足
536,A,b表外読み,③,x,46,悲しい知らせに泣き号んだ。,号,さけ,ぶ,表外読み
537,A,b表外読み,③,,47,奇しくも同年齢だった。,奇,く,しくも,表外読み
538,A,b表外読み,③,x,48,先輩に効うが、うまくいかない。,効,なら,う,表外読み
539,A,b表外読み,③,,49,方に父が訪ねた日だった。,方,まさ,に,表外読み
540,A,b表外読み,③,,50,版を改め大幅に訂す。,訂,ただ,す,表外読み
541,A,b表外読み,③,,51,焼き魚の身を解す。,解,ほぐ,す,表外読み
542,A,b表外読み,③,,52,布袋は七福神のひとりだ。,布袋,ほてい,,表外読み
543,A,b表外読み,③,,53,失恋してから心が荒んだ。,荒,すさ,む,表外読み
544,A,b表外読み,③,,54,風雨を衝いて決行する。,衝,つ,く,表外読み
545,A,b表外読み,③,x,55,国境に標が立てられる。,標,しめ,,表外読み
546,A,b表外読み,③,x,56,飲酒運転の科で逮捕される。,科,とが,,表外読み
547,A,c熟語と一字訓,①,,1,,嬰鱗,えいりん,,
548,A,c熟語と一字訓,①,x,2,,嬰,ふ,れる,
549,A,c熟語と一字訓,①,x,3,,礪行,れいこう,,
550,A,c熟語と一字訓,①,x,4,,礪,みが,く,
551,A,c熟語と一字訓,①,x,5,,岨峻,そしゅん,,
552,A,c熟語と一字訓,①,x,6,,岨,そばだ,つ,
553,A,c熟語と一字訓,①,x,7,,曝書,ばくしょ,,
554,A,c熟語と一字訓,①,,8,,曝,さら,す,
555,A,c熟語と一字訓,①,x,9,,肇国,ちょうこく,,
556,A,c熟語と一字訓,①,,10,,肇,はじ,める,
557,A,c熟語と一字訓,①,x,11,,劃然,かくぜん,,
558,A,c熟語と一字訓,①,x,12,,劃,くぎ,る,
559,A,c熟語と一字訓,①,x,13,,掩蓋,えんがい,,
560,A,c熟語と一字訓,①,x,14,,掩,おお,う,
561,A,c熟語と一字訓,①,,15,,夷坦,いたん,,
562,A,c熟語と一字訓,①,x,16,,夷,たい,らか,
563,A,c熟語と一字訓,①,,17,,轟音,ごうおん,,
564,A,c熟語と一字訓,①,,18,,轟,とどろ,く,
565,A,c熟語と一字訓,①,x,19,,葺屋,しゅうおく,,
566,A,c熟語と一字訓,①,,20,,葺,ふ,く,
567,A,c熟語と一字訓,①,x,21,,翫笑,がんしょう,,
568,A,c熟語と一字訓,①,x,22,,翫,あなど,る,
569,A,c熟語と一字訓,①,x,23,,阻碍,そがい,,
570,A,c熟語と一字訓,①,,24,,碍,さまた,げる,
571,A,c熟語と一字訓,①,,25,,弘毅,こうき,,
572,A,c熟語と一字訓,①,x,26,,毅,つよ,い,
573,A,c熟語と一字訓,①,,27,,弼匡,ひっきょう,,
574,A,c熟語と一字訓,①,,28,,弼,たす,ける,
575,A,c熟語と一字訓,①,x,29,,永訣,えいけつ,,
576,A,c熟語と一字訓,①,x,30,,訣,わか,れる,
577,A,c熟語と一字訓,①,x,31,,迅責,じんせき,,
578,A,c熟語と一字訓,①,x,32,,訊,と,う,
579,A,c熟語と一字訓,①,x,33,,編輯,へんしゅう,,
580,A,c熟語と一字訓,①,x,34,,輯,あつ,める,
581,A,c熟語と一字訓,①,x,35,,窺管,きかん,,
582,A,c熟語と一字訓,①,,36,,窺,のぞ,く,
583,A,c熟語と一字訓,①,,37,,趨勢,すうせい,,
584,A,c熟語と一字訓,①,x,38,,趨,おもむ,く,
585,A,c熟語と一字訓,①,x,39,,臆度,おくたく,,
586,A,c熟語と一字訓,①,x,40,,臆,おしはか,る,
587,A,c熟語と一字訓,①,,41,,烹煎,ほうせん,,
588,A,c熟語と一字訓,①,x,42,,烹,に,る,
589,A,c熟語と一字訓,①,x,43,,鍾美,しょうび,,
590,A,c熟語と一字訓,①,x,44,,鍾,あつ,める,
591,A,c熟語と一字訓,①,x,45,,堰塞,えんそく,,
592,A,c熟語と一字訓,①,x,46,,堰,せ,く,
593,A,c熟語と一字訓,①,,47,,冒瀆,ぼうとく,,
594,A,c熟語と一字訓,①,,48,,瀆,けが,す,
595,A,c熟語と一字訓,①,,49,,瑞穣,ずいじょう,,
596,A,c熟語と一字訓,①,x,50,,穣,みの,る,
597,A,c熟語と一字訓,①,,51,,慰撫,いぶ,,
598,A,c熟語と一字訓,①,,52,,撫,な,でる,
599,A,c熟語と一字訓,①,x,53,,侃侃,かんかん,,
600,A,c熟語と一字訓,①,x,54,,侃,つよ,い,
601,A,c熟語と一字訓,②,x,1,,輿望,よぼう,,
602,A,c熟語と一字訓,②,x,2,,輿,おお,い,
603,A,c熟語と一字訓,②,x,3,,哀咽,あいえつ,,
604,A,c熟語と一字訓,②,x,4,,咽,むせ,ぶ,
605,A,c熟語と一字訓,②,x,5,,綿亙,めんこう,,
606,A,c熟語と一字訓,②,,6,,亙,わた,る,
607,A,c熟語と一字訓,②,,7,,赫灼,かくしゃく,,
608,A,c熟語と一字訓,②,x,8,,赫,かがや,く,
609,A,c熟語と一字訓,②,x,9,,歎賞,たんしょう,,
610,A,c熟語と一字訓,②,,10,,歎,たた,える,
611,A,c熟語と一字訓,②,,11,,匡弼,きょうひつ,,
612,A,c熟語と一字訓,②,,12,,匡,ただ,す,
613,A,c熟語と一字訓,②,x,13,,亨通,こうつう,,
614,A,c熟語と一字訓,②,x,14,,亨,とお,る,
615,A,c熟語と一字訓,②,x,15,,窺見,きけん,,
616,A,c熟語と一字訓,②,,16,,窺,のぞ,く,
617,A,c熟語と一字訓,②,x,17,,恢廓,かいかく,,
618,A,c熟語と一字訓,②,x,18,,恢,ひろ,い,
619,A,c熟語と一字訓,②,x,19,,繫泊,けいはく,,
620,A,c熟語と一字訓,②,,20,,繫,つな,ぐ,
621,A,c熟語と一字訓,②,,21,,切磋,せっさ,,
622,A,c熟語と一字訓,②,,22,,瑳,みが,く,
623,A,c熟語と一字訓,②,,23,,紛擾,ふんじょう,,
624,A,c熟語と一字訓,②,x,24,,擾,みだ,れる,
625,A,c熟語と一字訓,②,x,25,,周匝,しゅうそう,,
626,A,c熟語と一字訓,②,x,26,,匝,めぐ,る,
627,A,c熟語と一字訓,②,,27,,進捗,しんちょく,,
628,A,c熟語と一字訓,②,,28,,捗,はかど,る,
629,A,c熟語と一字訓,②,,29,,瀆職,とくしょく,,
630,A,c熟語と一字訓,②,,30,,瀆,けが,す,
631,A,c熟語と一字訓,②,x,31,,遁辞,とんじ,,
632,A,c熟語と一字訓,②,x,32,,遁,のが,れる,
633,A,c熟語と一字訓,②,,33,,汎論,はんろん,,
634,A,c熟語と一字訓,②,x,34,,汎,ひろ,い,
635,A,c熟語と一字訓,②,x,35,,綻裂,たんれつ,,
636,A,c熟語と一字訓,②,,36,,綻,ほころ,ぶ,
637,A,c熟語と一字訓,②,,37,,蔽護,へいご,,
638,A,c熟語と一字訓,②,x,38,,蔽,おお,う,
639,A,c熟語と一字訓,②,,39,,勃爾,ぼつじ,,
640,A,c熟語と一字訓,②,,40,,勃,にわ,かに,
641,A,c熟語と一字訓,②,,41,,肇造,ちょうぞう,,
642,A,c熟語と一字訓,②,,42,,肇,はじ,める,
643,A,c熟語と一字訓,②,,43,,趨向,すうこう,,
644,A,c熟語と一字訓,②,,44,,趨,おもむ,く,
645,A,c熟語と一字訓,②,x,45,,区劃,くかく,,
646,A,c熟語と一字訓,②,,46,,劃,くぎ,る,
647,A,c熟語と一字訓,②,x,47,,研礪,しれい,,
648,A,c熟語と一字訓,②,x,48,,礪,みが,く,
649,A,c熟語と一字訓,②,,49,,呪罵,じゅば,,
650,A,c熟語と一字訓,②,,50,,呪,のろ,う,
651,A,c熟語と一字訓,②,,51,,嬰鱗,えいりん,,
652,A,c熟語と一字訓,②,x,52,,嬰,ふ,れる,
653,A,c熟語と一字訓,②,,53,,賭博,とばく,,
654,A,c熟語と一字訓,②,,54,,賭,か,ける,
655,A,c熟語と一字訓,③,,1,,優渥,ゆうあく,,
656,A,c熟語と一字訓,③,x,2,,渥,あつ,い,
657,A,c熟語と一字訓,③,x,3,,恢偉,かいい,,
658,A,c熟語と一字訓,③,x,4,,恢,おお,きい,
659,A,c熟語と一字訓,③,,5,,徽言,きげん,,
660,A,c熟語と一字訓,③,x,6,,徽,よ,い,
661,A,c熟語と一字訓,③,,7,,岨峻,そしゅん,,
662,A,c熟語と一字訓,③,,8,,岨,そばだ,つ,
663,A,c熟語と一字訓,③,x,9,,茶托,ちゃたく,,
664,A,c熟語と一字訓,③,x,10,,托,お,く,
665,A,c熟語と一字訓,③,,11,,破綻,はたん,,
666,A,c熟語と一字訓,③,,12,,綻,ほころ,びる,
667,A,c熟語と一字訓,③,x,13,,鳩首,きゅうしゅ,,
668,A,c熟語と一字訓,③,x,14,,鳩,あつ,める,
669,A,c熟語と一字訓,③,,15,,啓蒙,けいもう,,
670,A,c熟語と一字訓,③,x,16,,蒙,くら,い,
671,A,c熟語と一字訓,③,x,17,,諫輔,かんほ,,
672,A,c熟語と一字訓,③,,18,,諫,いさ,める,
673,A,c熟語と一字訓,③,,19,,蕪雑,ぶざつ,,
674,A,c熟語と一字訓,③,x,20,,蕪,みだ,れる,
675,A,c熟語と一字訓,③,x,21,,葺屋,しゅうおく,,
676,A,c熟語と一字訓,③,,22,,葺,ふ,く,
677,A,c熟語と一字訓,③,,23,,翫笑,がんしょう,,
678,A,c熟語と一字訓,③,,24,,翫,あなど,る,
679,A,c熟語と一字訓,③,,25,,阻碍,そがい,,
680,A,c熟語と一字訓,③,,26,,碍,さまた,げる,
681,A,c熟語と一字訓,③,,27,,哀咽,あいえつ,,
682,A,c熟語と一字訓,③,,28,,咽,むせ,ぶ,
683,A,c熟語と一字訓,③,,29,,弘毅,こうき,,
684,A,c熟語と一字訓,③,,30,,毅,つよ,い,
685,A,c熟語と一字訓,③,,31,,匡弼,きょうひつ,,
686,A,c熟語と一字訓,③,,32,,弼,たす,ける,
687,A,c熟語と一字訓,③,,33,,靱性,じんせい,,
688,A,c熟語と一字訓,③,x,34,,靱,しな,やか,
689,A,c熟語と一字訓,③,x,35,,自訣,じけつ,,
690,A,c熟語と一字訓,③,x,36,,訣,わか,れる,
691,A,c熟語と一字訓,③,,37,,迅責,じんせき,,
692,A,c熟語と一字訓,③,,38,,訊,と,う,
693,A,c熟語と一字訓,③,,39,,編輯,へんしゅう,,
694,A,c熟語と一字訓,③,,40,,輯,あつ,める,
695,A,c熟語と一字訓,③,,41,,窺見,きけん,,
696,A,c熟語と一字訓,③,,42,,窺,のぞ,く,
697,A,c熟語と一字訓,③,,43,,編纂,へんさん,,
698,A,c熟語と一字訓,③,x,44,,纂,あつ,める,
699,A,c熟語と一字訓,③,,45,,冶金,やきん,,
700,A,c熟語と一字訓,③,x,46,,冶,い,る,
701,A,c熟語と一字訓,③,,47,,侃侃,かんかん,,
702,A,c熟語と一字訓,③,x,48,,侃,つよ,い,
703,A,c熟語と一字訓,③,x,49,,叢生,そうせい,,
704,A,c熟語と一字訓,③,,50,,叢,むら,がる,
705,A,c熟語と一字訓,③,,51,,礪行,れいこう,,
706,A,c熟語と一字訓,③,,52,,礪,みが,く,
707,A,c熟語と一字訓,③,,53,,肇国,ちょうこく,,
708,A,c熟語と一字訓,③,,54,,肇,はじ,める,
709,A,d四字熟語,①,,1,,斬新奇抜,ざんしんきばつ,ざんしん,斬新
710,A,d四字熟語,①,x,2,,加持祈禱,かじきとう,かじ,加持
711,A,d四字熟語,①,x,3,,旧套墨守,きゅうとうぼくしゅ,きゅうとう,旧套
712,A,d四字熟語,①,x,4,,赤手空拳,せきしゅくうけん,くうけん,空拳
713,A,d四字熟語,①,x,5,,杯酒解怨,はいしゅかいえん,かいえん,解怨
714,A,d四字熟語,①,x,6,,天佑神助,てんゆうしんじょ,しんじょ,神助
715,A,d四字熟語,①,,7,,眉目秀麗,びもくしゅうれい,しゅうれい,秀麗
716,A,d四字熟語,①,x,8,,草茅危言,そうぼうきげん,そうぼう,草茅
717,A,d四字熟語,①,x,9,,東窺西望,とうきせいぼう,とうき,東窺
718,A,d四字熟語,①,x,10,,泡沫夢幻,ほうまつむげん,ほうまつ,泡沫
719,A,d四字熟語,①,x,11,,朝盈夕虚,ちょうえいせききょ,せききょ,夕虚
720,A,d四字熟語,①,x,12,,波濤万里,はとうばんり,ばんり,万里
721,A,d四字熟語,①,,13,迷いがあって初めて悟りもあること,煩悩菩提,,ぼだい,菩提
722,A,d四字熟語,①,,14,朝から夜まで懸命に働くこと,披星戴月,,ひせい,披星
723,A,d四字熟語,①,x,15,極楽往生を心から願うこと,欣求浄土,,ごんぐ,欣求
724,A,d四字熟語,①,x,16,非常に憎しみが深いこと,不倶戴天,,ふぐ,不倶
725,A,d四字熟語,①,x,17,やさしく穏やかなこと,温柔敦厚,,とんこう,敦厚
726,A,d四字熟語,①,,18,目的に向かいがむしゃらに突きすすむこと,猪突猛進,,ちょとつ,猪突
727,A,d四字熟語,①,,19,大事業を企てること,図南鵬翼,,ほうよく,鵬翼
728,A,d四字熟語,①,,20,世の中の指導者,一世木鐸,,ぼくたく,木鐸
729,A,d四字熟語,①,x,21,次々に危難におそわれること,前虎後狼,,こうろう,後狼
730,A,d四字熟語,①,x,22,時期が過ぎて役に立たないこと,六菖十菊,,じゅうぎく,十菊
731,A,d四字熟語,①,,23,生死が繰り返されるという仏教の教え,輪廻転生,,りんね,輪廻
732,A,d四字熟語,①,x,24,一度敗れた者が再び勢いを盛り返すこと,捲土重来,,けんど,捲土
733,A,d四字熟語,②,x,1,,河山帯礪,かざんたいれい,かざん,河山
734,A,d四字熟語,②,x,2,,行住坐臥,ぎょうじゅうざが,ぎょうじゅう,行住
735,A,d四字熟語,②,x,3,,臨淵羨魚,りんえんせんぎょ,せんぎょ,羨魚
736,A,d四字熟語,②,x,4,,象著玉杯,ぞうちょぎょくはい,ぞうちょ,象著
737,A,d四字熟語,②,x,5,,邑犬群吠,ゆうけんぐんばい,ぐんばい,群吠
738,A,d四字熟語,②,,6,,純真無垢,じゅんしんむく,むく,無垢
739,A,d四字熟語,②,x,7,,栄耀栄華,えいようえいが,えいが,栄華
740,A,d四字熟語,②,x,8,,玩物喪志,がんぶつそうし,そうし,喪志
741,A,d四字熟語,②,,9,,輪廻転生,りんねてんせい,りんね,輪廻
742,A,d四字熟語,②,,10,,六菖十菊,りくしょうじゅうぎく,じゅうぎく,十菊
743,A,d四字熟語,②,x,11,,金烏玉兎,きんうぎょくと,きんう,金烏
744,A,d四字熟語,②,,12,,不倶戴天,ふぐたいてん,たいてん,戴天
745,A,d四字熟語,②,x,13,つまらない者たちがはびこること,朝蠅暮蚊,,ちょうよう,朝蠅
746,A,d四字熟語,②,,14,丁重なお辞儀,頓首再拝,,とんしゅ,頓首
747,A,d四字熟語,②,x,15,国の滅亡を嘆き悲しむこと,麦秀黍離,,しょり,黍離
748,A,d四字熟語,②,x,16,豪華な衣服のたとえ,綾羅錦繡,,きんしゅう,錦繡
749,A,d四字熟語,②,,17,古い慣習を守り続けること,旧套墨守,,ぼくしゅ,墨守
750,A,d四字熟語,②,x,18,無理にこじつけること,牽強附会,,けんきょう,牽強
751,A,d四字熟語,②,,19,文章をよく考えながら読むこと,熟読玩味,,がんみ,玩味
752,A,d四字熟語,②,x,20,到達しうる最高点,百尺竿頭,,かんとう,竿頭
753,A,d四字熟語,②,x,21,微力でも努力しだいで成功するたとえ,点滴穿石,,せんせき,穿石
754,A,d四字熟語,②,x,22,ささいなことが大事件を引き起こすこと,蚊虻走牛,,ぶんぼう,蚊虻
755,A,d四字熟語,②,,23,よい評判が盛んなこと,名声赫赫,,かくかく,赫赫
756,A,d四字熟語,②,,24,思いがけない偶然のたすけ,天佑神助,,てんゆう,天佑
757,A,d四字熟語,③,x,1,,竜章鳳姿,りゅうしょうほうし,ほうし,鳳姿
758,A,d四字熟語,③,x,2,,天神地祇,てんじんちぎ,てんじん,天神
759,A,d四字熟語,③,x,3,,蓬頭垢面,ほうとうこうめん,ほうとう,蓬頭
760,A,d四字熟語,③,x,4,,一世木鐸,いっせいぼくたく,いっせい,一世
761,A,d四字熟語,③,x,5,,荊妻豚児,けいさいとんじ,けいさい,荊妻
762,A,d四字熟語,③,x,6,,桃李満門,とうりまんもん,とうり,桃李
763,A,d四字熟語,③,,7,,多岐亡羊,たきぼうよう,たき,多岐
764,A,d四字熟語,③,,8,,綾羅錦繡,りょうらきんしゅう,りょうら,綾羅
765,A,d四字熟語,③,x,9,,全豹一斑,ぜんぴょういっぱん,いっぱん,一斑
766,A,d四字熟語,③,,10,,融通無碍,ゆうづうむげ,むげ,無碍
767,A,d四字熟語,③,x,11,,鳩首凝議,きゅうしゅぎょうぎ,ぎょうぎ,凝議
768,A,d四字熟語,③,x,12,,披星戴月,ひせいたいげつ,たいげつ,戴月
769,A,d四字熟語,③,x,13,見識・視野が狭いこと,用管窺天,,きてん,窺天
770,A,d四字熟語,③,,14,出会うことが非常にむずかしいこと,盲亀浮木,,もうき,盲亀
771,A,d四字熟語,③,,15,遠い外国,波濤万里,,はとう,波濤
772,A,d四字熟語,③,x,16,猛烈に勉強すること,磨穿鉄硯,,てっけん,鉄硯
773,A,d四字熟語,③,x,17,酒色におぼれて身を持ちくずすこと,放蕩無頼,,ほうとう,放蕩
774,A,d四字熟語,③,,18,顔だちが美しく整っていること,眉目秀麗,,びもく,眉目
775,A,d四字熟語,③,x,19,才能を隠して俗世間に暮らすこと,和光同塵,,どうじん,同塵
776,A,d四字熟語,③,x,20,逃すことのできない好機,啐啄同時,,そったく,啐啄
777,A,d四字熟語,③,,21,客に出す酒食の謙遜語,粗酒粗餐,,そさん,粗餐
778,A,d四字熟語,③,x,22,人生のはかないことのたとえ,朝盈夕虚,,ちょうえい,朝盈
779,A,d四字熟語,③,,23,梅の花のたとえ、麗人のこと,氷肌玉骨,,ぎょっこつ,玉骨
780,A,d四字熟語,③,,24,議論がまとまらないこと,甲論乙駁,,おつばく,乙駁
781,A,d四字熟語,④,,1,,紫電一閃,しでんいっせん,しでん,紫電
782,A,d四字熟語,④,,2,,盲亀浮木,もうきふぼく,ふぼく,浮木
783,A,d四字熟語,④,x,3,,道聴塗説,どうちょうとせつ,とせつ,塗説
784,A,d四字熟語,④,x,4,,君子豹変,くんしひょうへん,ひょうへん,豹変
785,A,d四字熟語,④,,5,,甲論乙駁,こうろんおつばく,こうろん,甲論
786,A,d四字熟語,④,,6,,用管窺天,ようかんきてん,きてん,窺天
787,A,d四字熟語,④,,7,,放蕩無頼,ほうとうぶらい,ぶらい,無頼
788,A,d四字熟語,④,x,8,,春蛙秋蟬,しゅんあしゅうぜん,しゅんあ,春蛙
789,A,d四字熟語,④,x,9,,暮色蒼然,ぼしょくそうぜん,そうぜん,蒼然
790,A,d四字熟語,④,x,10,,李下瓜田,りかかでん,かでん,瓜田
791,A,d四字熟語,④,x,11,,牽強附会,けんきょうふかい,けんきょう,牽強
792,A,d四字熟語,④,,12,,断崖絶壁,だんがいぜっぺき,だんがい,断崖
793,A,d四字熟語,④,,13,めでたい月日,嘉辰令月,,かしん,嘉辰
794,A,d四字熟語,④,x,14,優秀な人材が集まること,桃李満門,,とうり,桃李
795,A,d四字熟語,④,,15,額をつきあわせて相談すること,鳩首凝議,,きゅうしゅん,鳩首
796,A,d四字熟語,④,x,16,よい行いは子孫の幸福に反映する,積善余慶,,よけい,余慶
797,A,d四字熟語,④,,17,汚れなく清らかなさま,純真無垢,,むく,無垢
798,A,d四字熟語,④,x,18,絶世の美人の形容,沈魚落雁,,らくがん,落雁
799,A,d四字熟語,④,,19,将来有望な子のたとえ,麟子鳳雛,,ほうすう,鳳雛
800,A,d四字熟語,④,,20,自分の妻子の謙遜語,荊妻豚児,,とんじ,豚児
801,A,d四字熟語,④,x,21,月日・時間,白兎赤烏,,はくと,白兎
802,A,d四字熟語,④,x,22,豪華な衣服のたとえ,綾羅錦繡,,りょうら,綾羅
803,A,d四字熟語,④,x,23,勢いが衰えものさびしいさま,秋風索莫,,さくばく,索莫
804,A,d四字熟語,④,x,24,ひたすらに座禅すること,只管打座,,しかん,只管
805,A,d四字熟語,⑤,x,1,,甜言蜜語,てんげんみつご,てんげん,甜言
806,A,d四字熟語,⑤,x,2,,博聞彊識,はくぶんきょうしき,きょうしき,彊識
807,A,d四字熟語,⑤,x,3,,夜郎自大,やろうじだい,やろう,夜郎
808,A,d四字熟語,⑤,x,4,,画虎類狗,がこるいく,がこ,画虎
809,A,d四字熟語,⑤,x,5,,門前雀羅,もんぜんじゃくら,じゃくら,雀羅
810,A,d四字熟語,⑤,,6,,磨穿鉄硯,ませんてっけん,ません,磨穿
811,A,d四字熟語,⑤,x,7,,文質彬彬,ぶんしつひんぴん,ひんぴん,彬彬
812,A,d四字熟語,⑤,x,8,,温柔敦厚,おんじゅうとんこう,とんこう,敦厚
813,A,d四字熟語,⑤,x,9,,舌端月旦,ぜったんげったん,ぜったん,舌端
814,A,d四字熟語,⑤,x,10,,麟子鳳雛,りんしほうすう,りんし,麟子
815,A,d四字熟語,⑤,x,11,,啐啄同時,そったくどうじ,そったく,啐啄
816,A,d四字熟語,⑤,x,12,,内股膏薬,うちまたこうやく,こうやく,膏薬
817,A,d四字熟語,⑤,,13,強固な意志で動じないこと,確乎不抜,,かっこ,確乎
818,A,d四字熟語,⑤,x,14,望みだけでは願いはかなえられないこと,臨淵羨魚,,りんえん,臨淵
819,A,d四字熟語,⑤,x,15,度量が広いこと,清濁併吞,,せいだく,清濁
820,A,d四字熟語,⑤,x,16,何ものにもとらわれずのびのびしていること,融通無碍,,むげ,無碍
821,A,d四字熟語,⑤,,17,外見ばかり立派で役に立たないたとえ,陶犬瓦鶏,,がけい,瓦鶏
822,A,d四字熟語,⑤,x,18,落ち着きのないさま,東窺西望,,とうき,東窺
823,A,d四字熟語,⑤,,19,人生がはかないことのたとえ,泡沫夢幻,,ほうまつ,泡沫
824,A,d四字熟語,⑤,,20,世の中にありえないもののたとえ,兎角亀毛,,きもう,亀毛
825,A,d四字熟語,⑤,x,21,民間人による為政者への厳しい批判,草茅危言,,そうぼう,草茅
826,A,d四字熟語,⑤,x,22,感情がまつわりついて離れないさま,情緒纏綿,,じょうしょ,情緒
827,A,d四字熟語,⑤,x,23,非常にものさびしいさま,凄凄切切,,せいせい,凄凄
828,A,d四字熟語,⑤,x,24,ごくありふれた平凡な人,張三李四,,りし,李四
829,A,d四字熟語,⑥,,1,,情緒纏綿,じょうしょてんめん,じょうしょ,情緒
830,A,d四字熟語,⑥,x,2,,一碧万頃,いっぺきばんけい,いっぺき,一碧
831,A,d四字熟語,⑥,,3,,粗酒粗餐,そしゅそさん,そしゅ,粗酒
832,A,d四字熟語,⑥,,4,,兎角亀毛,とかくきもう,きもう,亀毛
833,A,d四字熟語,⑥,x,5,,通暁暢達,つうぎょうちょうたつ,ちょうたつ,暢達
834,A,d四字熟語,⑥,x,6,,鵬程万里,ほうていばんり,ばんり,万里
835,A,d四字熟語,⑥,x,7,,捲土重来,けんどちょうらい,けんど,捲土
836,A,d四字熟語,⑥,,8,,点滴穿石,てんてきせんせき,せんせき,穿石
837,A,d四字熟語,⑥,x,9,,金剛不壊,こんごうふえ,ふえ,不壊
838,A,d四字熟語,⑥,x,10,,古色蒼然,こしょくそうぜん,そうぜん,蒼然
839,A,d四字熟語,⑥,x,11,,吉日良辰,きちじつりょうしん,きちじつ,吉日
840,A,d四字熟語,⑥,,12,,不倶戴天,ふぐたいてん,ふぐ,不倶
841,A,d四字熟語,⑥,x,13,根本の原因を取り除くこと,釜底抽薪,,ちゅうしん,抽薪
842,A,d四字熟語,⑥,,14,外見だけで中身が伴わないこと,羊質虎皮,,ようしつ,羊質
843,A,d四字熟語,⑥,x,15,遊んでばかりで本業がおろそかになること,玩物喪志,,がんぶつ,玩物
844,A,d四字熟語,⑥,,16,意志が強く決断力があること,剛毅果断,,ごうき,剛毅
845,A,d四字熟語,⑥,x,17,外見と内面が調和していること,文質彬彬,,ぶんしつ,文質
846,A,d四字熟語,⑥,x,18,自分の意志がなく態度が一定しないこと,内股膏薬,,こうやく,膏薬
847,A,d四字熟語,⑥,,19,言動に矛盾があること,自家撞着,,どうちゃく,撞着
848,A,d四字熟語,⑥,,20,ふだんの立ち居振る舞い,行住坐臥,,ぎょうじゅう,行住
849,A,d四字熟語,⑥,x,21,常に変わり一定しないことのたとえ,朝秦暮楚,,ちょうしん,朝秦
850,A,d四字熟語,⑥,,22,神仏にいのること,加持祈禱,,かじ,加持
851,A,d四字熟語,⑥,,23,古めかしくおもむきあるさま,古色蒼然,,そうぜん,蒼然
852,A,d四字熟語,⑥,x,24,限りなく広々としたさま,一碧万頃,,いっぺき,一碧
853,A,d四字熟語,⑦,x,1,,嘉辰令月,かしんれいげつ,かしん,嘉辰
854,A,d四字熟語,⑦,,2,,自家撞着,じかどうちゃく,じか,自家
855,A,d四字熟語,⑦,x,3,,簞食瓢飲,たんしひょういん,たんし,簞食
856,A,d四字熟語,⑦,x,4,,麦秀黍離,ばくしゅうしょり,しょり,黍離
857,A,d四字熟語,⑦,x,5,,曲学阿世,きょくがくあせい,あせい,阿世
858,A,d四字熟語,⑦,,6,,欣求浄土,ごんぐじょうど,じょうど,浄土
859,A,d四字熟語,⑦,x,7,,沈魚落雁,ちんぎょらくがん,ちんぎょ,沈魚
860,A,d四字熟語,⑦,x,8,,頓首再拝,とんしゅさいはい,さいはい,再拝
861,A,d四字熟語,⑦,x,9,,玉砕瓦全,ぎょくさいがぜん,ぎょくさい,玉砕
862,A,d四字熟語,⑦,,10,,凄凄切切,せいせいせつせつ,せいせい,凄凄
863,A,d四字熟語,⑦,,11,,陶犬瓦鶏,とうけんがけい,とうけん,陶犬
864,A,d四字熟語,⑦,,12,,和光同塵,わこうどうじん,どうじん,同塵
865,A,d四字熟語,⑦,x,13,平和であるたとえ,刑鞭蒲朽,,ほきゅう,蒲朽
866,A,d四字熟語,⑦,,14,相手を誘う甘い言葉,甜言蜜語,,てんげん,甜言
867,A,d四字熟語,⑦,x,15,物事の基準・法則,鉤縄規矩,,きく,規矩
868,A,d四字熟語,⑦,x,16,役に立たないことに力を注ぐことのたとえ,凋氷画脂,,ちょうひょう,凋氷
869,A,d四字熟語,⑦,x,17,人に取り入ること,阿附迎合,,あふ,阿附
870,A,d四字熟語,⑦,x,18,立派で美しいさま,竜章鳳姿,,ほうし,鳳姿
871,A,d四字熟語,⑦,x,19,大国が小国を侵略していくこと,蚕食鯨吞,,さんしょく,蚕食
872,A,d四字熟語,⑦,x,20,凡人が優れた者のまねをして失敗すること,画虎類狗,,るいく,類狗
873,A,d四字熟語,⑦,x,21,永遠に変わらないこと,河山帯礪,,たいれい,帯礪
874,A,d四字熟語,⑦,x,22,俗世から離れて雅やかな生活をするたとえ,梅妻鶴子,,かくし,鶴子
875,A,d四字熟語,⑦,,23,酒をくみ交わして仲直りすること,杯酒解怨,,はいしゅ,杯酒
876,A,d四字熟語,⑦,,24,真理をまげた説を唱えて時勢に迎合すること,曲学阿世,,あせい,阿世
877,A,e書き取り,①,x,1,社史の編纂を任された。,編纂,へんさん,,
878,A,e書き取り,①,x,2,肩を窄めて歩く。,窄,すぼ,める,
879,A,e書き取り,①,,3,開演前に楽屋で隈取りを施す。,隈取,くまど,り,
880,A,e書き取り,①,x,4,蔵書を読み捲る。,捲,まく,る,
881,A,e書き取り,①,x,5,憧れの国に思いを馳せた。,馳,は,せる,
882,A,e書き取り,①,x,6,群がる敵を薙ぎ倒した。,薙,な,ぐ,
883,A,e書き取り,①,x,7,裏庭に雑草が蔓延る。,蔓延,はびこ,る,
884,A,e書き取り,①,x,8,先日の失礼に対して詫び状を書く。,詫,わ,びる,
885,A,e書き取り,①,,9,昨年度の成績を凌駕した。,凌駕,りょうが,,
